Age,Education,MaritalStatus,Occupation,Race,Gender,HoursPerWeek,Country,Salary
31, Bachelors, Never-married, Prof-specialty, Black, Female,40, ?, <=50K
48, HS-grad, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
43, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
51, HS-grad, Divorced, Transport-moving, Black, Male,40, United-States, <=50K
41, Assoc-voc, Married-civ-spouse, Tech-support, White, Male,48, United-States, >50K
62, Assoc-voc, Married-civ-spouse, ?, White, Male,40, United-States, <=50K
50, HS-grad, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, >50K
46, HS-grad, Married-civ-spouse, Sales, White, Female,40, United-States, >50K
54, Some-college, Married-civ-spouse, Transport-moving, White, Male,60, United-States, >50K
68, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,45, United-States, >50K
23, Assoc-acdm, Never-married, Craft-repair, White, Male,30, United-States, <=50K
49, Masters, Never-married, Sales, White, Female,35, United-States, <=50K
24, 10th, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
30, HS-grad, Married-civ-spouse, Protective-serv, Black, Male,40, United-States, <=50K
38, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,45, United-States, <=50K
34, HS-grad, Never-married, Sales, White, Female,35, United-States, <=50K
22, Some-college, Never-married, Exec-managerial, White, Male,40, United-States, <=50K
30, 7th-8th, Separated, Handlers-cleaners, White, Male,40, United-States, <=50K
61, 7th-8th, Married-civ-spouse, Transport-moving, White, Male,31, United-States, <=50K
36, HS-grad, Divorced, Exec-managerial, White, Male,40, United-States, <=50K
51, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
43, 5th-6th, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Female,40, Vietnam, >50K
54, Some-college, Married-civ-spouse, Protective-serv, White, Male,48, United-States, >50K
63, HS-grad, Widowed, Prof-specialty, White, Female,25, United-States, <=50K
51, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
63, 10th, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
51, Masters, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
27, HS-grad, Divorced, Sales, White, Female,35, United-States, <=50K
35, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
31, Bachelors, Married-civ-spouse, ?, White, Female,25, United-States, >50K
46, HS-grad, Separated, Craft-repair, White, Male,40, United-States, <=50K
53, Assoc-voc, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, >50K
26, Some-college, Divorced, Adm-clerical, White, Male,24, United-States, <=50K
43, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
39, HS-grad, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
50, HS-grad, Divorced, Prof-specialty, White, Male,40, United-States, <=50K
54, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
62, Some-college, Married-civ-spouse, ?, White, Female,45, United-States, >50K
57, Some-college, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
19, Some-college, Never-married, ?, Black, Male,24, United-States, <=50K
29, HS-grad, Never-married, Other-service, White, Male,20, United-States, <=50K
20, HS-grad, Never-married, Craft-repair, Black, Male,40, United-States, <=50K
53, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
18, Some-college, Never-married, ?, White, Male,40, United-States, <=50K
22, Some-college, Never-married, ?, White, Male,40, United-States, <=50K
23, HS-grad, Never-married, Other-service, White, Male,40, El-Salvador, <=50K
69, 11th, Married-civ-spouse, Adm-clerical, White, Male,20, United-States, <=50K
56, 7th-8th, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
53, Bachelors, Married-civ-spouse, Prof-specialty, Black, Male,35, United-States, <=50K
28, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
28, Bachelors, Married-civ-spouse, Other-service, Black, Male,40, United-States, <=50K
33, HS-grad, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,84, Taiwan, >50K
48, HS-grad, Divorced, Sales, White, Female,30, United-States, <=50K
61, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
49, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, <=50K
48, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
32, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
51, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
27, Bachelors, Never-married, ?, White, Male,40, United-States, <=50K
19, Some-college, Never-married, Other-service, White, Male,14, United-States, <=50K
47, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, <=50K
25, Bachelors, Never-married, Transport-moving, White, Male,60, United-States, <=50K
72, Some-college, Married-civ-spouse, Protective-serv, Black, Male,40, United-States, <=50K
29, 11th, Divorced, Craft-repair, White, Male,40, United-States, <=50K
22, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
57, HS-grad, Married-civ-spouse, Other-service, Black, Male,48, England, <=50K
50, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male,60, Columbia, <=50K
45, Some-college, Married-civ-spouse, Sales, White, Male,30, United-States, <=50K
52, Some-college, Divorced, Prof-specialty, White, Male,40, United-States, >50K
53, Masters, Married-civ-spouse, Exec-managerial, White, Male,48, United-States, >50K
36, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,48, United-States, <=50K
46, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
20, HS-grad, Never-married, Sales, White, Female,20, United-States, <=50K
75, 5th-6th, Widowed, Other-service, Black, Male,10, United-States, <=50K
32, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
28, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
53, Masters, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
17, 11th, Never-married, Sales, White, Female,35, United-States, <=50K
46, Assoc-voc, Divorced, Adm-clerical, White, Female,38, United-States, <=50K
39, Assoc-acdm, Separated, Prof-specialty, White, Female,30, United-States, <=50K
38, Some-college, Divorced, Craft-repair, White, Male,40, United-States, <=50K
36, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,60, United-States, <=50K
63, Bachelors, Never-married, Prof-specialty, Black, Female,21, United-States, <=50K
28, 1st-4th, Married-civ-spouse, Machine-op-inspct, White, Male,43, Mexico, <=50K
28, Bachelors, Never-married, ?, White, Male,45, United-States, <=50K
49, HS-grad, Never-married, Adm-clerical, White, Female,35, United-States, <=50K
43, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, Mexico, <=50K
38, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
39, HS-grad, Never-married, Tech-support, White, Male,62, England, <=50K
42, HS-grad, Divorced, ?, Black, Female,40, United-States, <=50K
40, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
45, HS-grad, Separated, ?, White, Female,10, United-States, <=50K
29, HS-grad, Divorced, ?, White, Female,40, United-States, <=50K
24, Bachelors, Never-married, Prof-specialty, White, Male,45, United-States, <=50K
30, Some-college, Married-civ-spouse, Tech-support, White, Male,50, United-States, >50K
44, Some-college, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K
40, HS-grad, Married-civ-spouse, Sales, White, Male,24, United-States, <=50K
30, HS-grad, Never-married, Machine-op-inspct, White, Female,35, Puerto-Rico, <=50K
42, Masters, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
52, Assoc-voc, Divorced, Prof-specialty, White, Female,35, United-States, <=50K
42, Some-college, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, >50K
39, Some-college, Married-civ-spouse, Craft-repair, White, Male,52, United-States, >50K
43, Some-college, Divorced, Prof-specialty, White, Male,45, United-States, <=50K
62, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
30, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, England, <=50K
83, HS-grad, Widowed, ?, White, Female,20, United-States, <=50K
39, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,55, United-States, >50K
41, HS-grad, Married-civ-spouse, Transport-moving, White, Female,20, United-States, <=50K
49, Masters, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K
25, 11th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
48, 11th, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
59, Assoc-acdm, Divorced, ?, White, Male,8, United-States, <=50K
44, Bachelors, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
36, 9th, Divorced, Handlers-cleaners, White, Male,56, United-States, <=50K
40, HS-grad, Never-married, Handlers-cleaners, White, Male,40, Ireland, <=50K
21, HS-grad, Never-married, Adm-clerical, Black, Female,35, Jamaica, <=50K
41, Some-college, Separated, Adm-clerical, White, Female,38, United-States, <=50K
24, Bachelors, Never-married, Exec-managerial, White, Female,50, United-States, <=50K
67, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,60, United-States, <=50K
24, Bachelors, Never-married, Adm-clerical, White, Male,38, United-States, <=50K
50, Bachelors, Married-civ-spouse, Sales, White, Male,60, United-States, <=50K
48, Masters, Divorced, Sales, White, Male,35, United-States, <=50K
55, Assoc-acdm, Married-civ-spouse, ?, Black, Male,20, United-States, >50K
29, HS-grad, Never-married, Machine-op-inspct, White, Male,40, Ecuador, <=50K
50, Bachelors, Divorced, Prof-specialty, White, Female,36, Ireland, <=50K
64, 10th, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
49, 9th, Divorced, Other-service, Black, Male,37, United-States, <=50K
20, HS-grad, Never-married, Other-service, Black, Male,52, United-States, <=50K
30, HS-grad, Separated, Adm-clerical, White, Female,40, United-States, <=50K
37, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,30, China, <=50K
52, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K
22, Some-college, Never-married, Protective-serv, White, Male,25, United-States, <=50K
77, HS-grad, Widowed, ?, White, Female,14, United-States, <=50K
19, Some-college, Never-married, Adm-clerical, White, Male,15, United-States, <=50K
52, HS-grad, Divorced, Craft-repair, White, Male,55, United-States, >50K
42, Bachelors, Married-spouse-absent, Tech-support, Asian-Pac-Islander, Female,40, United-States, <=50K
35, HS-grad, Separated, Exec-managerial, White, Female,36, United-States, <=50K
27, Some-college, Never-married, Adm-clerical, White, Female,50, United-States, <=50K
54, HS-grad, Never-married, Other-service, Black, Female,38, United-States, <=50K
37, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
37, 10th, Married-civ-spouse, Transport-moving, White, Male,35, United-States, <=50K
28, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,30, United-States, <=50K
63, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
19, HS-grad, Never-married, Machine-op-inspct, White, Male,42, United-States, <=50K
28, Bachelors, Never-married, Sales, White, Female,40, United-States, <=50K
23, Some-college, Never-married, ?, White, Male,40, United-States, <=50K
44, Prof-school, Never-married, Prof-specialty, White, Female,40, United-States, >50K
31, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
35, Bachelors, Never-married, Sales, Asian-Pac-Islander, Male,50, ?, >50K
64, HS-grad, Divorced, Priv-house-serv, White, Female,50, United-States, <=50K
40, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, >50K
59, Assoc-acdm, Divorced, Prof-specialty, White, Female,50, United-States, <=50K
22, Some-college, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
40, Some-college, Never-married, Sales, White, Female,44, United-States, <=50K
35, 7th-8th, Married-civ-spouse, Handlers-cleaners, White, Male,40, Mexico, <=50K
20, Some-college, Never-married, Adm-clerical, White, Female,15, United-States, <=50K
35, HS-grad, Never-married, Protective-serv, White, Male,40, United-States, <=50K
28, Some-college, Married-civ-spouse, Exec-managerial, White, Male,48, United-States, <=50K
28, HS-grad, Divorced, Machine-op-inspct, White, Male,40, United-States, <=50K
37, Some-college, Married-civ-spouse, ?, White, Male,20, United-States, <=50K
72, Doctorate, Married-civ-spouse, ?, White, Male,6, United-States, >50K
25, Assoc-acdm, Never-married, Sales, White, Male,60, United-States, <=50K
37, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
19, Some-college, Never-married, ?, White, Female,45, United-States, <=50K
31, Assoc-voc, Divorced, Sales, White, Female,38, United-States, <=50K
41, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
31, 10th, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
44, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
20, Some-college, Never-married, Exec-managerial, Black, Male,47, United-States, <=50K
57, Some-college, Married-civ-spouse, Farming-fishing, White, Male,50, United-States, <=50K
26, HS-grad, Divorced, Other-service, White, Female,12, United-States, <=50K
44, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,60, Greece, <=50K
29, HS-grad, Never-married, Protective-serv, White, Male,40, United-States, <=50K
36, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
40, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
21, Assoc-acdm, Never-married, Other-service, Black, Male,35, Jamaica, <=50K
21, Some-college, Never-married, Craft-repair, White, Male,70, United-States, <=50K
34, Prof-school, Separated, Prof-specialty, White, Male,48, United-States, >50K
24, Bachelors, Never-married, Exec-managerial, White, Female,15, United-States, <=50K
28, 10th, Divorced, Other-service, White, Female,40, United-States, <=50K
35, HS-grad, Separated, Transport-moving, White, Male,50, United-States, <=50K
35, HS-grad, Divorced, Craft-repair, White, Male,40, United-States, <=50K
38, Bachelors, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
44, HS-grad, Divorced, Adm-clerical, Black, Female,40, United-States, <=50K
39, Bachelors, Married-civ-spouse, Handlers-cleaners, White, Female,40, Poland, >50K
57, HS-grad, Divorced, Other-service, White, Female,40, United-States, <=50K
19, Some-college, Never-married, Sales, White, Female,40, United-States, <=50K
29, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male,48, United-States, <=50K
23, HS-grad, Never-married, Machine-op-inspct, Black, Male,40, United-States, <=50K
50, HS-grad, Widowed, Other-service, White, Female,40, United-States, <=50K
51, Some-college, Married-civ-spouse, Craft-repair, White, Male,20, United-States, <=50K
28, Assoc-voc, Divorced, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States, <=50K
44, Bachelors, Married-civ-spouse, Sales, White, Male,60, United-States, <=50K
29, Bachelors, Never-married, Prof-specialty, Black, Male,40, United-States, <=50K
31, HS-grad, Divorced, Transport-moving, White, Male,45, United-States, <=50K
27, Bachelors, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K
34, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, <=50K
50, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,50, Philippines, >50K
27, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, >50K
31, Assoc-voc, Never-married, Adm-clerical, Black, Female,40, United-States, <=50K
46, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
39, Some-college, Never-married, Adm-clerical, Asian-Pac-Islander, Female,40, United-States, <=50K
40, Bachelors, Married-civ-spouse, Sales, White, Male,55, United-States, >50K
28, 11th, Divorced, Sales, White, Male,40, United-States, <=50K
18, HS-grad, Never-married, Sales, White, Female,40, United-States, <=50K
51, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
58, HS-grad, Divorced, Sales, White, Male,50, United-States, <=50K
66, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
36, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female,20, South, <=50K
38, 11th, Divorced, Handlers-cleaners, White, Female,60, United-States, <=50K
25, Assoc-acdm, Never-married, Exec-managerial, White, Male,40, United-States, <=50K
25, HS-grad, Never-married, Other-service, White, Female,22, United-States, <=50K
90, 11th, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
41, Some-college, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
34, HS-grad, Never-married, ?, Black, Female,40, United-States, <=50K
33, Bachelors, Divorced, Prof-specialty, White, Female,40, Germany, <=50K
33, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
35, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
39, HS-grad, Never-married, Craft-repair, Black, Female,20, United-States, <=50K
59, HS-grad, Married-civ-spouse, Sales, White, Male,60, United-States, <=50K
19, Some-college, Never-married, Tech-support, White, Male,16, United-States, <=50K
39, HS-grad, Married-civ-spouse, Sales, White, Male,38, United-States, <=50K
19, Some-college, Never-married, ?, White, Male,40, United-States, <=50K
27, HS-grad, Never-married, Handlers-cleaners, White, Female,40, United-States, <=50K
52, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
59, HS-grad, Divorced, Other-service, White, Female,24, United-States, <=50K
28, Some-college, Divorced, Craft-repair, White, Female,40, United-States, <=50K
37, HS-grad, Divorced, Other-service, White, Female,50, Peru, <=50K
50, 10th, Married-civ-spouse, ?, White, Male,99, United-States, <=50K
36, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
34, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
23, Some-college, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
19, 11th, Never-married, ?, White, Female,30, United-States, <=50K
33, HS-grad, Divorced, Craft-repair, White, Male,84, United-States, <=50K
27, Masters, Never-married, Prof-specialty, White, Male,52, United-States, <=50K
31, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
21, 10th, Married-civ-spouse, Machine-op-inspct, White, Male,36, United-States, <=50K
31, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,54, United-States, <=50K
59, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, >50K
40, Masters, Married-civ-spouse, Prof-specialty, White, Male,48, United-States, >50K
19, 11th, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
47, HS-grad, Married-civ-spouse, Transport-moving, White, Male,50, United-States, <=50K
34, Bachelors, Never-married, Craft-repair, White, Male,40, United-States, <=50K
57, HS-grad, Married-civ-spouse, Other-service, White, Male,78, United-States, <=50K
51, 9th, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K
21, Some-college, Never-married, Handlers-cleaners, White, Male,20, United-States, <=50K
30, Some-college, Married-civ-spouse, Sales, White, Male,50, United-States, <=50K
46, Some-college, Divorced, Handlers-cleaners, White, Male,45, United-States, <=50K
40, Bachelors, Never-married, Sales, White, Female,45, United-States, <=50K
52, Preschool, Married-civ-spouse, Other-service, White, Male,40, El-Salvador, <=50K
23, Bachelors, Never-married, Sales, Asian-Pac-Islander, Male,50, Taiwan, <=50K
90, Bachelors, Widowed, ?, White, Female,10, United-States, <=50K
25, HS-grad, Never-married, Adm-clerical, White, Female,50, United-States, <=50K
43, Some-college, Divorced, Transport-moving, White, Male,45, United-States, <=50K
38, Some-college, Divorced, Protective-serv, Amer-Indian-Eskimo, Female,40, United-States, >50K
22, Assoc-voc, Never-married, Other-service, White, Female,30, United-States, <=50K
33, Bachelors, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
34, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
65, Assoc-voc, Married-civ-spouse, Transport-moving, White, Male,20, United-States, <=50K
50, HS-grad, Never-married, Tech-support, White, Male,15, United-States, <=50K
29, Bachelors, Never-married, Sales, White, Male,48, United-States, <=50K
25, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
54, Some-college, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
49, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
44, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
24, 9th, Divorced, Other-service, White, Female,40, United-States, <=50K
25, Bachelors, Never-married, Sales, White, Male,38, United-States, <=50K
65, HS-grad, Married-civ-spouse, Transport-moving, White, Male,20, United-States, <=50K
56, HS-grad, Married-civ-spouse, Exec-managerial, Black, Male,45, United-States, <=50K
39, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
23, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
20, Some-college, Never-married, Other-service, White, Female,20, United-States, <=50K
24, 5th-6th, Never-married, Craft-repair, White, Male,40, El-Salvador, <=50K
41, Some-college, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
40, Some-college, Married-civ-spouse, Farming-fishing, White, Male,50, United-States, <=50K
55, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States, >50K
38, HS-grad, Divorced, Adm-clerical, White, Female,48, United-States, <=50K
23, HS-grad, Never-married, Adm-clerical, Black, Female,40, United-States, <=50K
44, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, <=50K
45, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
20, Some-college, Never-married, Adm-clerical, White, Female,12, Germany, <=50K
29, HS-grad, Never-married, Other-service, White, Male,40, United-States, <=50K
43, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
30, 12th, Divorced, Machine-op-inspct, White, Male,40, United-States, <=50K
28, Some-college, Never-married, Adm-clerical, White, Female,38, United-States, <=50K
31, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
52, HS-grad, Divorced, Craft-repair, White, Female,40, United-States, <=50K
36, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,50, Iran, >50K
38, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45, United-States, <=50K
66, Some-college, Married-civ-spouse, ?, White, Male,40, United-States, <=50K
63, Assoc-voc, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, <=50K
21, Some-college, Never-married, Other-service, White, Male,35, United-States, <=50K
33, HS-grad, Divorced, Adm-clerical, White, Male,40, United-States, <=50K
46, Some-college, Divorced, Prof-specialty, White, Female,50, United-States, <=50K
20, Some-college, Never-married, ?, White, Male,20, United-States, <=50K
47, Bachelors, Never-married, Sales, White, Male,60, United-States, <=50K
33, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,55, United-States, >50K
66, 7th-8th, Never-married, ?, Black, Male,30, United-States, <=50K
20, Some-college, Never-married, Adm-clerical, White, Female,30, ?, <=50K
28, HS-grad, Divorced, Handlers-cleaners, White, Male,40, United-States, <=50K
46, HS-grad, Divorced, Priv-house-serv, White, Female,28, Ecuador, <=50K
25, Some-college, Married-civ-spouse, Sales, Black, Male,45, United-States, <=50K
37, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
31, 9th, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
49, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
22, Some-college, Married-spouse-absent, Tech-support, White, Male,20, United-States, <=50K
52, Assoc-voc, Married-civ-spouse, Other-service, White, Female,20, United-States, >50K
29, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female,50, United-States, <=50K
18, 11th, Never-married, Other-service, White, Female,20, United-States, <=50K
31, Some-college, Married-civ-spouse, Exec-managerial, White, Male,35, United-States, <=50K
23, Some-college, Never-married, Other-service, Asian-Pac-Islander, Female,35, Vietnam, <=50K
27, Assoc-voc, Married-civ-spouse, ?, Amer-Indian-Eskimo, Female,40, United-States, >50K
54, 10th, Married-civ-spouse, Sales, White, Male,65, United-States, <=50K
50, HS-grad, Divorced, Other-service, White, Female,49, Dominican-Republic, <=50K
46, Masters, Married-civ-spouse, Tech-support, White, Male,40, ?, >50K
24, Bachelors, Never-married, Farming-fishing, White, Female,40, United-States, <=50K
17, 11th, Never-married, ?, White, Female,18, United-States, <=50K
49, HS-grad, Separated, Other-service, White, Male,45, United-States, <=50K
54, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
41, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
49, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
36, Bachelors, Never-married, Prof-specialty, White, Female,35, United-States, <=50K
23, HS-grad, Never-married, Transport-moving, Black, Male,40, Haiti, <=50K
63, Some-college, Widowed, Other-service, White, Female,40, United-States, <=50K
67, HS-grad, Married-civ-spouse, Sales, White, Male,40, Canada, >50K
23, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K
22, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
66, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Male,30, United-States, <=50K
25, 11th, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
30, Some-college, Divorced, Machine-op-inspct, White, Female,20, United-States, <=50K
35, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
67, 7th-8th, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
30, 12th, Never-married, Craft-repair, Black, Male,40, United-States, <=50K
26, Some-college, Never-married, Machine-op-inspct, Black, Female,38, United-States, <=50K
34, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
21, Some-college, Never-married, Sales, White, Male,40, United-States, <=50K
18, 12th, Never-married, Craft-repair, White, Male,10, United-States, <=50K
21, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K
76, 9th, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
51, Some-college, Married-civ-spouse, Protective-serv, Asian-Pac-Islander, Male,70, ?, <=50K
26, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female,56, United-States, <=50K
18, 12th, Never-married, Other-service, White, Female,25, United-States, <=50K
18, 11th, Never-married, ?, White, Male,40, United-States, <=50K
34, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male,50, United-States, <=50K
59, HS-grad, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
55, Bachelors, Separated, Exec-managerial, White, Male,45, United-States, >50K
33, Some-college, Never-married, Farming-fishing, White, Male,72, United-States, <=50K
25, HS-grad, Never-married, Other-service, White, Female,10, United-States, <=50K
48, HS-grad, Widowed, Machine-op-inspct, White, Female,10, United-States, <=50K
64, Bachelors, Divorced, Sales, White, Female,5, United-States, <=50K
47, Masters, Never-married, Prof-specialty, White, Female,45, United-States, >50K
26, Some-college, Never-married, Tech-support, White, Female,40, United-States, <=50K
36, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male,48, United-States, >50K
21, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, <=50K
54, 7th-8th, Never-married, ?, White, Female,25, United-States, <=50K
30, HS-grad, Never-married, Machine-op-inspct, White, Male,44, United-States, <=50K
41, HS-grad, Divorced, Craft-repair, White, Male,40, United-States, <=50K
53, Masters, Never-married, ?, White, Female,35, United-States, >50K
34, Some-college, Never-married, Sales, Black, Male,30, United-States, <=50K
20, Some-college, Never-married, ?, White, Female,35, United-States, <=50K
24, 10th, Never-married, Sales, White, Male,49, El-Salvador, <=50K
26, Bachelors, Never-married, Prof-specialty, White, Female,20, United-States, <=50K
25, HS-grad, Never-married, Adm-clerical, White, Female,48, United-States, <=50K
35, Some-college, Divorced, Sales, White, Female,36, United-States, <=50K
41, Some-college, Divorced, Craft-repair, White, Male,40, United-States, >50K
33, 11th, Never-married, Craft-repair, White, Male,40, United-States, <=50K
